"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Year'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Winning team'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Coach'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Losing team'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Coach'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Score'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Location'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Venue'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Reference'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1970'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michigan Tech† Wisconsin‡'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'MacInnes, JohnJohn MacInnes Johnson, BobBob Johnson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota Denver'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sonmor, GlenGlen Sonmor Armstrong, MurrayMurray Armstrong'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '6–5 3–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Duluth, Minnesota Denver, Colorado'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Duluth Arena Auditorium DU Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1971'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota† Denver‡'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sonmor, GlenGlen Sonmor Armstrong, MurrayMurray Armstrong'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota Minnesota-Duluth'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bjorkman, RubeRube Bjorkman Shercliffe, TerryTerry Shercliffe'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5–2 9–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Madison, Wisconsin Denver, Colorado'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dane County Coliseum DU Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1972'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wisconsin† Denver‡'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Johnson, BobBob Johnson Armstrong, MurrayMurray Armstrong'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota Michigan State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bjorkman, RubeRube Bjorkman Bessone, AmoAmo Bessone'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '6–2* 11–4*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Madison, Wisconsin Denver, Colorado'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dane County Coliseum DU Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1973'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wisconsin† Denver‡'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Johnson, BobBob Johnson Armstrong, MurrayMurray Armstrong'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Notre Dame Michigan Tech'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Smith, LeftyLefty Smith MacInnes, JohnJohn MacInnes'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8–7* 7–3*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Notre Dame, Indiana Denver, Colorado'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Edmund P. Joyce Center DU Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1974'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michigan Tech† Minnesota‡'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'MacInnes, JohnJohn MacInnes Brooks, HerbHerb Brooks'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michigan State Denver'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bessone, AmoAmo Bessone Armstrong, MurrayMurray Armstrong'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '12–10* 5–4*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Houghton, Michigan Minneapolis, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Student Ice Arena Williams Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1975'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michigan Tech† Minnesota‡'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'MacInnes, JohnJohn MacInnes Brooks, HerbHerb Brooks'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michigan State Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bessone, AmoAmo Bessone Farrell, DanDan Farrell'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15–8* 8–5*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Houghton, Michigan Minneapolis, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Student Ice Arena Williams Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1976'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota† Michigan Tech‡'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brooks, HerbHerb Brooks MacInnes, JohnJohn MacInnes'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michigan State Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bessone, AmoAmo Bessone Farrell, DanDan Farrell'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '9–9* 10–7*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'East Lansing, Michigan Houghton, Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Munn Ice Arena Student Ice Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1977'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wisconsin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Johnson, BobBob Johnson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Farrell, DanDan Farrell'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '9–4*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Madison, Wisconsin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dane County Coliseum'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1978'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wisconsin† Colorado College‡'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Johnson, BobBob Johnson Sauer, JeffJeff Sauer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michigan Tech Denver'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'MacInnes, JohnJohn MacInnes Johnston, MarshallMarshall Johnston'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '11–7* 9–7*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Madison, Wisconsin Denver, Colorado'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dane County Coliseum DU Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1979'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota† North Dakota‡'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brooks, HerbHerb Brooks Gasparini, JohnJohn Gasparini'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota-Duluth Wisconsin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hendrickson, GusGus Hendrickson Johnson, BobBob Johnson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8–4* 11–9*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minneapolis, Minnesota Grand Forks, North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Williams Arena Ralph Engelstad Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1980'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota† North Dakota‡'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Buetow, BradBrad Buetow Gasparini, JohnJohn Gasparini'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Colorado College Notre Dame'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sauer, JeffJeff Sauer Smith, LeftyLefty Smith'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13–4* 17–8*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minneapolis, Minnesota Grand Forks, North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Williams Arena Ralph Engelstad Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1981'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michigan Tech† Minnesota‡'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'MacInnes, JohnJohn MacInnes Buetow, BradBrad Buetow'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Colorado College Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sauer, JeffJeff Sauer Giordano, JohnJohn Giordano'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13–4* 17–8*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Houghton, Michigan Minneapolis, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Student Ice Arena Williams Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1982'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wisconsin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Johnson, BobBob Johnson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gasparini, JohnJohn Gasparini'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '12–1*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grand Forks, North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ralph Engelstad Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1983'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wisconsin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sauer, JeffJeff Sauer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Buetow, BradBrad Buetow'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8–3*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minneapolis, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Williams Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1984'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota-Duluth'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sertich, MikeMike Sertich'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gasparini, JohnJohn Gasparini'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '12–6*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minneapolis, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Williams Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1985'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota-Duluth'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sertich, MikeMike Sertich'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Buetow, BradBrad Buetow'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10–8*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Duluth, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Duluth Arena Auditorium'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1986'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Denver'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Backstrom, RalphRalph Backstrom'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Woog, DougDoug Woog'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '6–2*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Denver, Colorado'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'DU Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1987'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gasparini, JohnJohn Gasparini'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Woog, DougDoug Woog'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10–6*'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grand Forks, North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ralph Engelstad Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1988'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wisconsin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sauer, JeffJeff Sauer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Woog, DougDoug Woog'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Civic Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1989'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Northern Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Comley, RickRick Comley'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Denver'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Backstrom, RalphRalph Backstrom'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '9–4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Civic Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1990'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wisconsin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sauer, JeffJeff Sauer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Woog, DougDoug Woog'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Civic Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1991'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Northern Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Comley, RickRick Comley'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Woog, DougDoug Woog'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Civic Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
