"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Representative'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Title'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Presentation of Credentials'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Termination of Mission'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Appointed by'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'James D. Tillman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Envoy Extraordinary and Minister Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 3, 1895'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'December 15, 1897'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Archibald J. Sampson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Envoy Extraordinary and Minister Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'December 16, 1897'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 15, 1905'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'William McKinley'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Joseph W. J. Lee'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Envoy Extraordinary and Minister Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'December 30, 1905'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'February 21, 1907'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Theodore Roosevelt'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Williams C. Fox'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Envoy Extraordinary and Minister Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 18, 1907'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 19, 1911'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Evan E. Young'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Envoy Extraordinary and Minister Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 8, 1911'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'January 29, 1912'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'William Howard Taft'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Montgomery Schuyler, Jr.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Envoy Extraordinary and Minister Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 24, 1913'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'September 29, 1913'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Woodrow Wilson'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Charles S. Hartman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Envoy Extraordinary and Minister Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'September 30, 1913'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'March 20, 1922'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gerhard Adolph Bading'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Envoy Extraordinary and Minister Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 15, 1922'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'November 1, 1929'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Warren G. Harding'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'William Dawson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Envoy Extraordinary and Minister Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 9, 1930'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'February 27, 1935'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Herbert Hoover'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Antonio C. Gonzalez'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Envoy Extraordinary and Minister Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'March 7, 1935'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'March 30, 1938'}","{'column_span': 1, 'is_header': False, 'row_span': 4, 'value': 'Franklin D. Roosevelt'}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Boaz Walton Long'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Envoy Extraordinary and Minister Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 29, 1938'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 14, 1942'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 14, 1942'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 1, 1943'}",,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Robert M. Scotten'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 27, 1943'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 17, 1947'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'John F. Simmons'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 16, 1947'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 12, 1950'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Harry S. Truman'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Paul C. Daniels'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 25, 1951'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 9, 1953'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sheldon T. Mills'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 19, 1954'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 6, 1956'}","{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': 'Dwight D. Eisenhower'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Christian M. Ravndal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 29, 1956'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 1, 1960'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Maurice M. Bernbaum'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'November 16, 1960'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'January 14, 1965'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wymberley DeRenne Coerr'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'March 24, 1965'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'October 7, 1967'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Lyndon B. Johnson'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Edson O. Sessions'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'September 26, 1968'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'February 15, 1970'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Findley Burns, Jr.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 9, 1970'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 18, 1973'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Richard Nixon'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Robert C. Brewster'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'October 1, 1973'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 8, 1976'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Richard J. Bloomfield'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 31, 1976'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'January 21, 1978'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gerald Ford'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Raymond E. Gonzalez'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 31, 1978'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'January 28, 1982'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jimmy Carter'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Samuel Friedlander Hart'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'December 22, 1982'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 5, 1985'}","{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': 'Ronald Reagan'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fernando Enrique Rondon'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 8, 1985'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 26, 1988'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Richard Newton Holwill'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 27, 1988'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'November 25, 1989'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Paul C. Lambert'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 2, 1990'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'February 1, 1992'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'George H. W. Bush'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'James F. Mack'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Chargé d'affaires ad interim""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'February 1, 1992'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'November 16, 1993'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Peter F. Romero'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'November 16, 1993'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 25, 1996'}","{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': 'Bill Clinton'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Leslie M. Alexander'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 5, 1996'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 11, 1999'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gwen C. Clare'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 24, 1999'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 3, 2001'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kristie A. Kenney'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'September 25, 2002'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 6, 2005'}","{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': 'George W. Bush'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Linda Jewell'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 29, 2005'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Unknown'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Heather M. Hodges'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'October 2, 2008'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 5, 2011'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Andrew Bowen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Chargé d’Affaires a.i.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 15, 2011'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 2011'}","{'column_span': 1, 'is_header': False, 'row_span': 4, 'value': 'Barack Obama'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Timothy Zúñiga-Brown'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Chargé d’Affaires a.i.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 2011'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 2012'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Adam E. Namm'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 22, 2012'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'September 28, 2015'}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Todd C. Chapman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambassador Extraordinary and Plenipotentiary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'January 29, 2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Incumbent'}",
