"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Klamath Theater Complex'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Siskiyou'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '192,038'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '77,715.0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 2008'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Marble Cone'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Monterey'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '177,866'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '71,979.8'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 1977'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Laguna'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'San Diego'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '175,425'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '70,992.0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'September 1970'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '382'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Basin Complex'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Monterey'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '162,818'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '65,890.1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 2008'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '58'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Day'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ventura'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '162,702'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '65,843.2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'September 2006'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '11'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Station'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Los Angeles'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '160,557'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '64,975.1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 2009'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '209'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Camp'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Butte'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '153,336'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '62,052.9'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'November 2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '18,804'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '86'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rough'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fresno'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '151,623'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '61,359.7'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'McNally'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tulare'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '150,696'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '60,984.5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 2002'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '17'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stanislaus Complex'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tuolumne'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '145,980'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '59,076.0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 1987'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Big Bar Complex'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Trinity'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '140,948'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '57,039.6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'August 1999'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
