"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Name'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Images'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Capacity'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Area (m2)'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'City'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Country'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Architectural style'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Year of first building'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sultan Haji Hassanal Bolkiah Mosque Filipino: Sultan Haji Hassanal Bolkiah Masjid'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '60,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cotabato City'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Philippines'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2011'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Al-Akbar Mosque Indonesian: Masjid Al-Akbar Javanese: ꦩꦼꦱ꧀ꦗꦶꦢ꧀ꦄꦭ꧀ꦄꦏ꧀ꦧꦂ Pegon: مَـسْـجِـد الْأَكْـبَـر'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '59,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Surabaya'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesian Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2000'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Al-Markaz Al-Islami Mosque Indonesian: Masjid Al-Markaz Al-Islami Buginese: ᨆᨔᨍᨗᨉ ᨕᨒ-ᨆᨑᨀᨍ ᨕᨒ-ᨀᨗᨔᨒᨆᨗ'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '50,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Makassar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Buginese, Makassarese, Italian'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1996'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Baitul Mukarram National Mosque Bengali: বায়তুল মোকাররম Arabic: بيت المكرّم\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '40,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dhaka'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bangladesh'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1960'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Samarinda Islamic Center Mosque Indonesian: Masjid Islamic Centre Samarinda'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '40,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '43,500'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Samarinda'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ottoman, Greek Revival'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sheikh Zayed Mosque Arabic: جامع الشيخ زايد الكبير\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '40,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Abu Dhabi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United Arab Emirates'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Persian, Mughal, Indo-Islamic, Moorish'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2007'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jamia Masjid Urdu: جامع مسجد سرینگر\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '33,333'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jammu and Kashmir'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'India'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indo-Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1400'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1st November of 1954 Great Mosque Arabic: المسجد الكبير 1 نوفمبر 1954\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '30,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '42,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Batna'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Algeria'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Contemporary Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2003'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Baiturrahman Grand Mosque Indonesian: Masjid Raya Baiturrahman Acehnese: Meuseujid Raya Baiturrahman Jawi: مسجد رايا بيتر الرحمن'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '30,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Banda Aceh'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indo-Saracenic Revival, Mughal, Moorish'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1881'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Imam Muhammad ibn Abd al-Wahhab Mosque Arabic: مسجد محمد بن عبد الوهاب\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '30,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Doha'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Qatar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2010'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sabancı Central Mosque Turkish: Sabancı Merkez Camii'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28,500'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Adana'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Turkey'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Ottoman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1998'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Al Saleh Mosque Arabic: جامع الصالح\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '44,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '27,300'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Sana'a""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Yemen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2008'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CMH Masjid Jhelum'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CMH Mosque.JPG'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '25,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jhelum Cantt'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pakistan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indo-Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1950'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jama Masjid Hindi: जामा मस्जिद Urdu: جامع مسجد\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '25,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Central Delhi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'India'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indo-Islamic, Mughal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1656'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sultan Salahuddin Abdul Aziz Mosque Malay: Masjid Sultan Salahuddin Abdul Aziz Jawi: مسجد سلطان صلاحُ الدين عبدُ العزيز Chinese: 苏丹沙拉胡汀阿都阿兹沙回教堂 Tamil: சுல்தான் சலாஹுதின் அப்துல் அஸீஸ் மசூதி'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '24,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shah Alam'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Malaysia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Malay, Modern'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1988'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Masjid Al-Dahab Filipino: Moskeng Ginto'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Golden Mosque 10.JPG'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Manila'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Philippines'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Maranao, Maguindanao, Tausug'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1976'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Al-Azhar Mosque Arabic: جامع الْأزهـر\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cairo - Islamic district - Al Azhar Mosque and University.JPG'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cairo'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Egypt'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fatimid'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '972'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dian Al-Mahri Mosque Indonesian: Masjid Dian Al-Mahri Sundanese: ᮙᮞ᮪ᮏᮤᮓ᮪ ᮃᮜ᮪-ᮙᮂᮛᮤ'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Depok'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Iranian, Indo-Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2006'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grand Mosque of Conakry French: Grande Mosquée de Conakry'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Conakry'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Guinea'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sudano-Sahelian'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1982'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grand Mosque of West Sumatra Indonesian: Masjid Raya Sumatera Barat Minangkabau: Musajik Rayo Sumatera Barat Jawi: موساجيك رايو سومترا بارايق'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Padang'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minangkabau'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2014'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Id Kah Mosque Chinese: 艾提尕尔清真寺 Uyghur: ھېيتگاھ مەسچىتى\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kashgar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'China'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Chinese'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1442'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shah Jahan Mosque Urdu: شاہ جہاں مسجد\u202c\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '120x120'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Thatta'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pakistan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mughal, Safavid, Timurid'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1659'}"
