"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Title'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Director'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Cast'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Genre'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Sources'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ek Baar Chale Aao'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jagdish Saldanah'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Farooq Shaikh, Deepti Naval, Girish Karnad'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ek Din Bahu Ka'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Desh Gautam'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Vijay Arora, Saeed Jaffrey, Suresh Oberoi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ek Jaan Hain Hum'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rajiv Mehra'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rakesh Bedi, Avtar Gill, Gulshan Grover, Pran'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Family, Romance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Faraib'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rajat Rakshit'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mithun Chakraborty, Ranjeeta Kaur'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fareb'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tej Sapru'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Film Hi Film'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hiren Nag'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pran, Ramesh Deo, Seema Deo'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Comedy, Drama, Musical, Romance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ganga Meri Maa'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shyam Ralhan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Danny Denzongpa, Iftekhar, Sujit Kumar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gehri Chot - Urf: Durdesh'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ambrish Sangal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shashi Kapoor, Sharmila Tagore, Parveen Babi, Raj Babbar, Nadeem'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Action, Crime, Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ghungroo'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ram Sethi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Smita Patil, Shashi Kapoor, Kunal Goswami'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Family'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Godam'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dilip Chitre'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Satyadev Dubey, K.K. Raina, Trupti'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Greed'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shankar Nag'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Vinod Mehra'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Haadsaa'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Akbar Khan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Akbar Khan, Ranjeeta Kaur, Smita Patil'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Action, Thriller'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hero'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Subhash Ghai'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jackie Shroff, Meenakshi Sheshadri, Shammi Kapoor'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Action'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Himmatwala'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'T. Rama Rao'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jeetendra, Sridevi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hum Se Hai Zamana'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Deepak Bahry'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Zeenat Aman, Major Anand, Beena Bawa'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Humse Na Jeeta Koi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shibu Mitra'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shoma Anand, Birbal, Mohan Choti'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jaane Bhi Do Yaaro'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kundan Shah'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Naseeruddin Shah, Om Puri, Ravi Baswani'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Comedy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jaani Dost'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'K. Raghavendra Rao'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dharmendra, Jeetendra, Parveen Babi, Sridevi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Action, Comedy, Crime, Drama, Romance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jai Baba Amarnath'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'B.R. Ishara'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mohan Choti, Vikram'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jeet Hamaari'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'R. Thyagarajan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rakesh Roshan, Rajnikanth, Ranjeeta Kaur'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Action'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jeevan Sukh'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Praveen Paul'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Justice Chaudhury'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'K. Raghavendra Rao'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jeetendra, Hema Malini, Sridevi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Action, Drama, Family, Comedy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kaise Kaise Log'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'D.S. Azad'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rohini Hattangadi, Ayesha Jhulka, Goga Kapoor'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kalakar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'P. Sambasiva Rao'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kunal Goswami, Sridevi, Rakesh Bedi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Family, Romance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kalka'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mazhar Khan, Paintal, Shatrughan Sinha'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Karate'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Deb Mukherjee'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mithun Chakraborty, Deb Mukherjee, Mazhar Khan, Yogeeta Bali, Kaajol Kiran'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Action'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kashmira'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sukhdev Ahluwalia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Katha'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sai Paranjape'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Naseeruddin Shah, Farooq Shaikh, Deepti Naval'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Comedy, Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kaun? Kaisey?'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bina, Ardhendu Bose, Mithun Chakraborty'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Crime'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kaya Palat'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Satyen Bose'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ashok Kumar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kissi Se Na Kehna'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hrishikesh Mukherjee'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Farooq Shaikh, Deepti Naval, Utpal Dutt'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Comedy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lalach'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shankar Nag'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Vinod Mehra, Bindiya Goswami, Ranjeet, Pran'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lal Chunariyaa'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sudarshan Lal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minaxi Anand, Mithun Chakraborty, Dulari'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Action, Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Log Kya Kahenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'B.R. Ishara'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Navin Nischol, Shabana Azmi, Shatrughan Sinha'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Family'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lovers'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bharathi Raja'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kumar Gaurav, Padmini Kolhapure, Rakesh Bedi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Comedy, Drama, Romance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Love in Goa'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hersh Kohli'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ashok Kumar, Om Prakash, Mayur Verma'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mahaan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'S. Ramanathan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Amitabh Bachchan, Waheeda Rehman, Parveen Babi, Zeenat Aman, Amjad Khan, Shakti Kapoor'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Action, Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
