"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mile'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3:48.98'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Craig Mottram'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '29 July 2006'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bislett Games'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Norway Oslo, Norway'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2000 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4:50.76'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Craig Mottram'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '9 March 2006'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Melbourne Track Classic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia Melbourne, Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3000 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7:32.19'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Craig Mottram'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '17 September 2006'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Greece Athens, Greece'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5000 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '12:55.76'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Craig Mottram'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '31 July 2004'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United Kingdom London, United Kingdom'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5 km (road)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13:20'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Craig Mottram'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3 April 2005'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20th Carlsbad 5000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States Carlsbad, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10000 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '27:24.95'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ben St. Lawrence'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1 May 2011'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Payton Jordan Cardinal Invitational'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States Palo Alto, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '10 km (road)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '27:28'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Zane Robertson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '9 October 2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grand 10 Berlin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany Berlin, Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '27:28'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jake Robertson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1 April 2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Crescent City Classic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States New Orleans, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '15 km (road)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '43:19'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Collis Birmingham'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '29 November 2009'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia Melbourne, Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '42:17+ #'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Zane Robertson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1 February 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kagawa Marugame Half Marathon'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan Marugame, Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20000 m (track)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '58:37.2 (ht)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Robert de Castella'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '17 April 1982'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italy Rome, Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20 km (road)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '56:40+'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Zane Robertson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1 February 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kagawa Marugame Half Marathon'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan Marugame, Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'One hour'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20516 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Robert de Castella'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '17 April 1982'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italy Rome, Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Half marathon'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '59:47'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Zane Robertson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1 February 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kagawa Marugame Half Marathon'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan Marugame, Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '25000 m (track)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1:16:29.0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jack Foster'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15 August 1971'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand Hamilton, New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '25 km (road)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1:14:42'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Robert de Castella'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4 July 1981'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia Perth, Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '30000 m (track)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1:32:18.6'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jack Foster'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15 August 1971'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand Hamilton, New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '30 km (road)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1:30:50+'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jake Robertson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4 March 2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lake Biwa Marathon'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan Otsu, Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1:30:06+ a'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lee Troop'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '18 April 2004'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'London Marathon'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United Kingdom London, United Kingdom'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Marathon'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2:07:51 a'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Robert de Castella'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22 April 1986'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Boston Marathon'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States Boston, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2:08:16 #'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Steve Moneghetti'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '30 September 1990'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Berlin Marathon'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany Berlin, Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '100 km'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '6:29:26 a'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tim Sloane'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '23 April 1995'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ross-Richmond, ?'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '110 m hurdles'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13.29 (+0.6 m/s)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kyle Vander-Kuyp'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '14 August 1995'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'World Championships'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sweden Gothenburg, Sweden'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '200 m hurdles'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22.85 (+0.2 m/s) #'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kyle Vander-Kuyp'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21 March 1995'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia Sydney, Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22.59 (+0.2 m/s) #'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Darryl Wohlsen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '14 March 1996'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia Brisbane, Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '400 m hurdles'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '48.28'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rohan Robinson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '31 July 1996'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Olympic Games'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States Atlanta, United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3000 m steeplechase'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8:14.05'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Peter Renner'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '29 August 1984'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany Koblenz, Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'High jump'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2.36 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tim Forsyth'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2 March 1997'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Melbourne Track Classic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia Melbourne, Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2.36 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brandon Starc'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '16 August 2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Internationales Hochsprung-Meeting'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany Eberstadt, Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pole vault'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '6.05 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dmitri Markov'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '9 August 2001'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'World Championships'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Canada Edmonton, Canada'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Long jump'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8.54 m (+1.7 m/s)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mitchell Watt'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '29 July 2011'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'DN Galan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sweden Stockholm, Sweden'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Triple jump'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '17.46 m (+1.7 m/s)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ken Lorraway'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7 August 1982'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United Kingdom London, United Kingdom'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Shot put'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22.21 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tomas Walsh'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5 September 2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hanžeković Memorial'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Croatia Zagreb, Croatia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22.67 m'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tomas Walsh'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '25 March 2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sir Graeme Douglas International Challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand Auckland, New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",
