"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Obs. code Map'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Description'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Country'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Region'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'MPC-list'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '010'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CERGA Observatory (Centre de recherches en géodynamique et astrométrie) Src'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'France'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'PACA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Caussols'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '011'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wetzikon Observatory (Sternwarte Wetzikon)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Switzerland'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SWG'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wetzikon'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '012'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Royal Observatory of Belgium (Uccle Observatory; Observatoire Royal de Belgique; Koninklijke Sterrenwacht van België)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Belgium'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'BCR'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Uccle'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '013'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sterrewacht Leiden'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Netherlands'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ZH'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Leiden'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '014'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Marseille Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'France'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'PACA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Marseilles'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sonnenborgh Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Netherlands'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Utrecht'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Utrecht'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Besançon Astronomical Observatory (Observatoire de Besançon)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'France'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'BFC'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Besançon'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '017'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hoher List Observatory (Observatorium Hoher List)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'RP'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hoher List'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Düsseldorf-Bilk Observatory (Sternwarte Bilk)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NRW'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Düsseldorf-Bilk'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Neuchâtel Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Switzerland'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SWF'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Neuchatel'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '020'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nice Observatory (Observatoire de Nice); observer: Matthieu Conjat Src'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'France'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'PACA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nice'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '021'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Karlsruhe Observatory (Sternwarte Karlsruhe)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'BW'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Karlsruhe'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '022'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Observatory of Turin (Pino Torinese; Osservatorio Astronomico di Torino)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'P'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pino Torinese'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '023'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wiesbaden Observatory (Sternwarte Wiesbaden)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'HE'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wiesbaden'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '024'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Heidelberg-Königstuhl State Observatory (Heidelberg Observatory; Landessternwarte Heidelberg-Königstuhl)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'BW'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Heidelberg-Konigstuhl'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '025'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stuttgart Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'BW'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stuttgart'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '026'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Zimmerwald Observatory (Observatorium Zimmerwald)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Switzerland'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SWG'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Berne-Zimmerwald'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '027'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brera Astronomical Observatory (Osservatorio Astronomico di Brera)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lo'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Milan'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '028'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Würzburg Observatory (Sternwarte der Universität Würzburg)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'FB'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wurzburg'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '029'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hamburg Observatory (Bergedorf Observatory; Hamburger Sternwarte)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'H'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hamburg-Bergedorf'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '030'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Arcetri Observatory (Osservatorio Astrofisico di Arcetri)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tu'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Arcetri Observatory, Florence'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '031'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sonneberg Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'TH'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sonneberg'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '032'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jena Observatory (Astrophysikalisches Institut und Universitäts-Sternwarte Jena)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'TH'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jena'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '033'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Karl Schwarzschild Observatory (Karl-Schwarzschild-Observatorium)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'TH'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Karl Schwarzschild Observatory, Tautenburg'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '034'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Monte Mario Observatory (Osservatorio Astronomico di Roma Sede di Monte Mario)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'La'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Monte Mario Observatory, Rome'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '035'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Østervold Observatory (Copenhagen University Observatory; Københavns Universitet Astronomisk Observatorium)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Denmark'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Copenhagen'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '036'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Vatican Observatory (Specola Vaticana)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Vatican City'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Castel Gandolfo'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '037'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Collurania-Teramo Observatory (Osservatorio Astronomico di Collurania-Teramo)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ab'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Collurania Observatory, Teramo'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '038'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Astronomical Observatory of Trieste (Osservatorio Astronomico di Trieste)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'F'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Trieste'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '039'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lund Observatory (Lunds Universitet Institutionen för astronomi)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sweden'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Skåne'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lund'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '040'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lohrmann Institute'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SN'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lohrmann Institute, Dresden'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '041'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Innsbruck Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Austria'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ty'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Innsbruck'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '042'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Einstein Tower'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'BB'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Potsdam'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '043'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Asiago Astrophysical Observatory (Osservatorio Astrofisico di Asiago)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'V'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Asiago Astrophysical Observatory, Padua'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '044'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Astronomical Observatory of Capodimonte (Osservatorio Astronomico di Capodimonte)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cam'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Capodimonte Observatory, Naples'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '045'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Vienna Observatory (since 1879) (Universitäts-Sternwarte Wien)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Austria'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Vi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Vienna (since 1879)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '046'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kleť Observatory, České Budějovice (Hvězdárna Kleť)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Czech Republic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'JC'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Klet Observatory, Ceske Budejovice'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '047'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Poznań Observatory (Obserwatorium Astronomiczne Uniwersytet im. Adama Mickiewicza w Poznaniu)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Poland'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'WV'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Poznań'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '048'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hradec Králové Observatory (Hvězdárna Hradec Králové)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Czech Republic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hradec Králové'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hradec Kralove'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '049'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kvistaberg Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sweden'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Up'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Uppsala-Kvistaberg'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '050'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stockholm Observatory (before 1931) (Stockholms observatorium)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sweden'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sö'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stockholm (before 1931)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '051'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Royal Observatory, Cape of Good Hope'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'South Africa'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'WC'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cape'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '052'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stockholm Observatory (since 1931) (Saltsjöbaden Observatory)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sweden'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sö'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stockholm-Saltsjobaden'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '053'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Konkoly Observatory (Konkoly Obszervatórium)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hungary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Budapest'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Konkoly Observatory, Budapest (since 1934)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '054'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brorfelde Observatory (Brorfelde Observatoriet)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Denmark'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brorfelde'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '055'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kraków Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Poland'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'LPV'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cracow'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '056'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Skalnaté pleso Observatory (Observatórium Skalnaté pleso)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Slovakia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Prešov'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Skalnate Pleso'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '057'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Belgrade Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Serbia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Belgrade'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '058'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Königsberg Observatory (before 1944)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'German Empire Russia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kaliningrad'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kaliningrad'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '059'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lomnický štít Observatory (Observatórium Lomnický štít)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Slovakia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Prešov'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lomnicky Stit'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '060'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Warsaw University Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Poland'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'MV'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Warsaw-Ostrowik'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '061'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Uzhgorod Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ukraine'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Zakarpattia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Uzhgorod'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '062'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Iso-Heikkilä Observatory (Turku Observatory; Turun observatorio)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Finland'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SW'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Turku'}"
