"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Date'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Artist'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Single'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Weeks at number one'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '18 May'}","{'column_span': 1, 'is_header': False, 'row_span': 5, 'value': 'Norman Greenbaum'}","{'column_span': 1, 'is_header': False, 'row_span': 5, 'value': '""Spirit in the Sky""'}","{'column_span': 1, 'is_header': False, 'row_span': 5, 'value': '5 weeks'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '25 May'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1 June'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8 June'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15 June'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22 June'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Ray Stevens'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '""Everything is Beautiful""'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '2 weeks'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '29 June'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '6 July'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Beach Boys'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""Cottonfields""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1 week'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13 July'}","{'column_span': 1, 'is_header': False, 'row_span': 6, 'value': 'Creedence Clearwater Revival'}","{'column_span': 1, 'is_header': False, 'row_span': 6, 'value': '""Up Around the Bend"" / ""Run Through the Jungle""'}","{'column_span': 1, 'is_header': False, 'row_span': 6, 'value': '6 weeks'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20 July'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '27 July'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3 August'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10 August'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '17 August'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '24 August'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Simon & Garfunkel'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""El Condor Pasa (If I Could)""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1 week'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '31 August'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mungo Jerry'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""In the Summertime""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1 week'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7 September'}","{'column_span': 1, 'is_header': False, 'row_span': 6, 'value': 'The Mixtures Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 6, 'value': '""In the Summertime"" (cover version)'}","{'column_span': 1, 'is_header': False, 'row_span': 6, 'value': '6 weeks'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '14 September'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21 September'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28 September'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5 October'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '12 October'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '19 October'}","{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': 'The Carpenters'}","{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': '""(They Long to Be) Close to You""'}","{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': '3 weeks'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '26 October'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2 November'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '9 November'}","{'column_span': 1, 'is_header': False, 'row_span': 4, 'value': 'Creedence Clearwater Revival'}","{'column_span': 1, 'is_header': False, 'row_span': 4, 'value': '""Lookin\' Out My Back Door"" / ""Long as I Can See the Light""'}","{'column_span': 1, 'is_header': False, 'row_span': 4, 'value': '4 weeks'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '16 November'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '23 November'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '30 November'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7 December'}","{'column_span': 1, 'is_header': False, 'row_span': 4, 'value': 'Miguel Ríos'}","{'column_span': 1, 'is_header': False, 'row_span': 4, 'value': '""A Song of Joy""'}","{'column_span': 1, 'is_header': False, 'row_span': 4, 'value': '4 weeks'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '14 December'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21 December'}",,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28 December'}",,,
