id,path,meta
totto_train_00079,train_tables/totto_train_00079.csv,{'sentence': ''}
totto_train_00081,train_tables/totto_train_00081.csv,{'sentence': ''}
totto_train_00085,train_tables/totto_train_00085.csv,{'sentence': ''}
totto_train_00086,train_tables/totto_train_00086.csv,{'sentence': ''}
totto_train_00087,train_tables/totto_train_00087.csv,{'sentence': ''}
totto_train_00088,train_tables/totto_train_00088.csv,{'sentence': ''}
totto_train_00089,train_tables/totto_train_00089.csv,{'sentence': ''}
totto_train_00091,train_tables/totto_train_00091.csv,{'sentence': ''}
totto_train_00092,train_tables/totto_train_00092.csv,{'sentence': ''}
totto_train_00093,train_tables/totto_train_00093.csv,{'sentence': ''}
totto_train_00094,train_tables/totto_train_00094.csv,{'sentence': ''}
totto_train_00095,train_tables/totto_train_00095.csv,{'sentence': ''}
totto_train_00096,train_tables/totto_train_00096.csv,{'sentence': ''}
totto_train_00097,train_tables/totto_train_00097.csv,{'sentence': ''}
totto_train_00098,train_tables/totto_train_00098.csv,{'sentence': ''}
totto_train_00099,train_tables/totto_train_00099.csv,{'sentence': ''}
totto_train_00100,train_tables/totto_train_00100.csv,{'sentence': ''}
totto_train_00102,train_tables/totto_train_00102.csv,{'sentence': ''}
totto_train_00104,train_tables/totto_train_00104.csv,{'sentence': ''}
totto_train_00108,train_tables/totto_train_00108.csv,{'sentence': ''}
totto_train_00111,train_tables/totto_train_00111.csv,{'sentence': ''}
totto_train_00112,train_tables/totto_train_00112.csv,{'sentence': ''}
totto_train_00116,train_tables/totto_train_00116.csv,{'sentence': ''}
totto_train_00118,train_tables/totto_train_00118.csv,{'sentence': ''}
totto_train_00119,train_tables/totto_train_00119.csv,{'sentence': ''}
totto_train_00120,train_tables/totto_train_00120.csv,{'sentence': ''}
totto_train_00122,train_tables/totto_train_00122.csv,{'sentence': ''}
totto_train_00123,train_tables/totto_train_00123.csv,{'sentence': ''}
totto_train_00124,train_tables/totto_train_00124.csv,{'sentence': ''}
totto_train_00125,train_tables/totto_train_00125.csv,{'sentence': ''}
totto_train_00126,train_tables/totto_train_00126.csv,{'sentence': ''}
totto_train_00127,train_tables/totto_train_00127.csv,{'sentence': ''}
totto_train_00129,train_tables/totto_train_00129.csv,{'sentence': ''}
totto_train_00130,train_tables/totto_train_00130.csv,{'sentence': ''}
totto_train_00131,train_tables/totto_train_00131.csv,{'sentence': ''}
totto_train_00132,train_tables/totto_train_00132.csv,{'sentence': ''}
totto_train_00133,train_tables/totto_train_00133.csv,{'sentence': ''}
totto_train_00134,train_tables/totto_train_00134.csv,{'sentence': ''}
totto_train_00135,train_tables/totto_train_00135.csv,{'sentence': ''}
totto_train_00136,train_tables/totto_train_00136.csv,{'sentence': ''}
totto_train_00138,train_tables/totto_train_00138.csv,{'sentence': ''}
totto_train_00139,train_tables/totto_train_00139.csv,{'sentence': ''}
totto_train_00140,train_tables/totto_train_00140.csv,{'sentence': ''}
totto_train_00141,train_tables/totto_train_00141.csv,{'sentence': ''}
totto_train_00142,train_tables/totto_train_00142.csv,{'sentence': ''}
totto_train_00143,train_tables/totto_train_00143.csv,{'sentence': ''}
totto_train_00144,train_tables/totto_train_00144.csv,{'sentence': ''}
totto_train_00145,train_tables/totto_train_00145.csv,{'sentence': ''}
totto_train_00146,train_tables/totto_train_00146.csv,{'sentence': ''}
totto_train_00147,train_tables/totto_train_00147.csv,{'sentence': ''}
totto_train_00149,train_tables/totto_train_00149.csv,{'sentence': ''}
totto_train_00150,train_tables/totto_train_00150.csv,{'sentence': ''}
totto_train_00151,train_tables/totto_train_00151.csv,{'sentence': ''}
totto_train_00152,train_tables/totto_train_00152.csv,{'sentence': ''}
totto_train_00153,train_tables/totto_train_00153.csv,{'sentence': ''}
totto_train_00155,train_tables/totto_train_00155.csv,{'sentence': ''}
totto_train_00156,train_tables/totto_train_00156.csv,{'sentence': ''}
totto_train_00159,train_tables/totto_train_00159.csv,{'sentence': ''}
totto_train_00160,train_tables/totto_train_00160.csv,{'sentence': ''}
totto_train_00161,train_tables/totto_train_00161.csv,{'sentence': ''}
totto_train_00164,train_tables/totto_train_00164.csv,{'sentence': ''}
totto_train_00165,train_tables/totto_train_00165.csv,{'sentence': ''}
totto_train_00166,train_tables/totto_train_00166.csv,{'sentence': ''}
totto_train_00168,train_tables/totto_train_00168.csv,{'sentence': ''}
totto_train_00169,train_tables/totto_train_00169.csv,{'sentence': ''}
totto_train_00170,train_tables/totto_train_00170.csv,{'sentence': ''}
totto_train_00171,train_tables/totto_train_00171.csv,{'sentence': ''}
totto_train_00172,train_tables/totto_train_00172.csv,{'sentence': ''}
totto_train_00173,train_tables/totto_train_00173.csv,{'sentence': ''}
totto_train_00174,train_tables/totto_train_00174.csv,{'sentence': ''}
totto_train_00175,train_tables/totto_train_00175.csv,{'sentence': ''}
totto_train_00176,train_tables/totto_train_00176.csv,{'sentence': ''}
totto_train_00180,train_tables/totto_train_00180.csv,{'sentence': ''}
totto_train_00181,train_tables/totto_train_00181.csv,{'sentence': ''}
totto_train_00182,train_tables/totto_train_00182.csv,{'sentence': ''}
totto_train_00183,train_tables/totto_train_00183.csv,{'sentence': ''}
totto_train_00184,train_tables/totto_train_00184.csv,{'sentence': ''}
totto_train_00185,train_tables/totto_train_00185.csv,{'sentence': ''}
totto_train_00187,train_tables/totto_train_00187.csv,{'sentence': ''}
totto_train_00191,train_tables/totto_train_00191.csv,{'sentence': ''}
totto_train_00194,train_tables/totto_train_00194.csv,{'sentence': ''}
totto_train_00195,train_tables/totto_train_00195.csv,{'sentence': ''}
totto_train_00198,train_tables/totto_train_00198.csv,{'sentence': ''}
totto_train_00199,train_tables/totto_train_00199.csv,{'sentence': ''}
totto_train_00200,train_tables/totto_train_00200.csv,{'sentence': ''}
totto_train_00201,train_tables/totto_train_00201.csv,{'sentence': ''}
totto_train_00202,train_tables/totto_train_00202.csv,{'sentence': ''}
totto_train_00204,train_tables/totto_train_00204.csv,{'sentence': ''}
totto_train_00206,train_tables/totto_train_00206.csv,{'sentence': ''}
totto_train_00207,train_tables/totto_train_00207.csv,{'sentence': ''}
totto_train_00208,train_tables/totto_train_00208.csv,{'sentence': ''}
totto_train_00209,train_tables/totto_train_00209.csv,{'sentence': ''}
totto_train_00210,train_tables/totto_train_00210.csv,{'sentence': ''}
totto_train_00211,train_tables/totto_train_00211.csv,{'sentence': ''}
totto_train_00212,train_tables/totto_train_00212.csv,{'sentence': ''}
totto_train_00213,train_tables/totto_train_00213.csv,{'sentence': ''}
totto_train_00214,train_tables/totto_train_00214.csv,{'sentence': ''}
totto_train_00217,train_tables/totto_train_00217.csv,{'sentence': ''}
totto_train_00218,train_tables/totto_train_00218.csv,{'sentence': ''}
totto_train_00219,train_tables/totto_train_00219.csv,{'sentence': ''}
totto_train_00220,train_tables/totto_train_00220.csv,{'sentence': ''}
totto_train_00221,train_tables/totto_train_00221.csv,{'sentence': ''}
totto_train_00224,train_tables/totto_train_00224.csv,{'sentence': ''}
totto_train_00226,train_tables/totto_train_00226.csv,{'sentence': ''}
totto_train_00227,train_tables/totto_train_00227.csv,{'sentence': ''}
totto_train_00229,train_tables/totto_train_00229.csv,{'sentence': ''}
totto_train_00231,train_tables/totto_train_00231.csv,{'sentence': ''}
totto_train_00233,train_tables/totto_train_00233.csv,{'sentence': ''}
totto_train_00234,train_tables/totto_train_00234.csv,{'sentence': ''}
totto_train_00235,train_tables/totto_train_00235.csv,{'sentence': ''}
totto_train_00236,train_tables/totto_train_00236.csv,{'sentence': ''}
totto_train_00237,train_tables/totto_train_00237.csv,{'sentence': ''}
totto_train_00238,train_tables/totto_train_00238.csv,{'sentence': ''}
totto_train_00239,train_tables/totto_train_00239.csv,{'sentence': ''}
totto_train_00240,train_tables/totto_train_00240.csv,{'sentence': ''}
totto_train_00241,train_tables/totto_train_00241.csv,{'sentence': ''}
totto_train_00242,train_tables/totto_train_00242.csv,{'sentence': ''}
totto_train_00243,train_tables/totto_train_00243.csv,{'sentence': ''}
totto_train_00244,train_tables/totto_train_00244.csv,{'sentence': ''}
totto_train_00245,train_tables/totto_train_00245.csv,{'sentence': ''}
totto_train_00246,train_tables/totto_train_00246.csv,{'sentence': ''}
totto_train_00247,train_tables/totto_train_00247.csv,{'sentence': ''}
totto_train_00248,train_tables/totto_train_00248.csv,{'sentence': ''}
totto_train_00249,train_tables/totto_train_00249.csv,{'sentence': ''}
totto_train_00250,train_tables/totto_train_00250.csv,{'sentence': ''}
totto_train_00251,train_tables/totto_train_00251.csv,{'sentence': ''}
totto_train_00252,train_tables/totto_train_00252.csv,{'sentence': ''}
totto_train_00253,train_tables/totto_train_00253.csv,{'sentence': ''}
totto_train_00256,train_tables/totto_train_00256.csv,{'sentence': ''}
totto_train_00257,train_tables/totto_train_00257.csv,{'sentence': ''}
totto_train_00258,train_tables/totto_train_00258.csv,{'sentence': ''}
totto_train_00259,train_tables/totto_train_00259.csv,{'sentence': ''}
totto_train_00260,train_tables/totto_train_00260.csv,{'sentence': ''}
totto_train_00263,train_tables/totto_train_00263.csv,{'sentence': ''}
totto_train_00264,train_tables/totto_train_00264.csv,{'sentence': ''}
totto_train_00265,train_tables/totto_train_00265.csv,{'sentence': ''}
totto_train_00266,train_tables/totto_train_00266.csv,{'sentence': ''}
totto_train_00268,train_tables/totto_train_00268.csv,{'sentence': ''}
totto_train_00269,train_tables/totto_train_00269.csv,{'sentence': ''}
totto_train_00271,train_tables/totto_train_00271.csv,{'sentence': ''}
totto_train_00272,train_tables/totto_train_00272.csv,{'sentence': ''}
totto_train_00274,train_tables/totto_train_00274.csv,{'sentence': ''}
totto_train_00275,train_tables/totto_train_00275.csv,{'sentence': ''}
totto_train_00276,train_tables/totto_train_00276.csv,{'sentence': ''}
totto_train_00277,train_tables/totto_train_00277.csv,{'sentence': ''}
totto_train_00278,train_tables/totto_train_00278.csv,{'sentence': ''}
totto_train_00280,train_tables/totto_train_00280.csv,{'sentence': ''}
totto_train_00281,train_tables/totto_train_00281.csv,{'sentence': ''}
totto_train_00282,train_tables/totto_train_00282.csv,{'sentence': ''}
totto_train_00283,train_tables/totto_train_00283.csv,{'sentence': ''}
totto_train_00285,train_tables/totto_train_00285.csv,{'sentence': ''}
totto_train_00287,train_tables/totto_train_00287.csv,{'sentence': ''}
totto_train_00288,train_tables/totto_train_00288.csv,{'sentence': ''}
totto_train_00289,train_tables/totto_train_00289.csv,{'sentence': ''}
totto_train_00290,train_tables/totto_train_00290.csv,{'sentence': ''}
totto_train_00291,train_tables/totto_train_00291.csv,{'sentence': ''}
totto_train_00294,train_tables/totto_train_00294.csv,{'sentence': ''}
totto_train_00296,train_tables/totto_train_00296.csv,{'sentence': ''}
totto_train_00297,train_tables/totto_train_00297.csv,{'sentence': ''}
totto_train_00298,train_tables/totto_train_00298.csv,{'sentence': ''}
totto_train_00300,train_tables/totto_train_00300.csv,{'sentence': ''}
totto_train_00302,train_tables/totto_train_00302.csv,{'sentence': ''}
totto_train_00303,train_tables/totto_train_00303.csv,{'sentence': ''}
totto_train_00304,train_tables/totto_train_00304.csv,{'sentence': ''}
totto_train_00306,train_tables/totto_train_00306.csv,{'sentence': ''}
totto_train_00307,train_tables/totto_train_00307.csv,{'sentence': ''}
totto_train_00308,train_tables/totto_train_00308.csv,{'sentence': ''}
totto_train_00309,train_tables/totto_train_00309.csv,{'sentence': ''}
totto_train_00310,train_tables/totto_train_00310.csv,{'sentence': ''}
totto_train_00311,train_tables/totto_train_00311.csv,{'sentence': ''}
totto_train_00312,train_tables/totto_train_00312.csv,{'sentence': ''}
totto_train_00314,train_tables/totto_train_00314.csv,{'sentence': ''}
totto_train_00316,train_tables/totto_train_00316.csv,{'sentence': ''}
totto_train_00317,train_tables/totto_train_00317.csv,{'sentence': ''}
totto_train_00318,train_tables/totto_train_00318.csv,{'sentence': ''}
totto_train_00320,train_tables/totto_train_00320.csv,{'sentence': ''}
totto_train_00321,train_tables/totto_train_00321.csv,{'sentence': ''}
totto_train_00325,train_tables/totto_train_00325.csv,{'sentence': ''}
totto_train_00326,train_tables/totto_train_00326.csv,{'sentence': ''}
totto_train_00327,train_tables/totto_train_00327.csv,{'sentence': ''}
totto_train_00328,train_tables/totto_train_00328.csv,{'sentence': ''}
totto_train_00329,train_tables/totto_train_00329.csv,{'sentence': ''}
totto_train_00330,train_tables/totto_train_00330.csv,{'sentence': ''}
totto_train_00331,train_tables/totto_train_00331.csv,{'sentence': ''}
totto_train_00332,train_tables/totto_train_00332.csv,{'sentence': ''}
totto_train_00334,train_tables/totto_train_00334.csv,{'sentence': ''}
totto_train_00335,train_tables/totto_train_00335.csv,{'sentence': ''}
totto_train_00338,train_tables/totto_train_00338.csv,{'sentence': ''}
totto_train_00339,train_tables/totto_train_00339.csv,{'sentence': ''}
totto_train_00341,train_tables/totto_train_00341.csv,{'sentence': ''}
totto_train_00342,train_tables/totto_train_00342.csv,{'sentence': ''}
totto_train_00343,train_tables/totto_train_00343.csv,{'sentence': ''}
totto_train_00345,train_tables/totto_train_00345.csv,{'sentence': ''}
totto_train_00346,train_tables/totto_train_00346.csv,{'sentence': ''}
totto_train_00347,train_tables/totto_train_00347.csv,{'sentence': ''}
totto_train_00348,train_tables/totto_train_00348.csv,{'sentence': ''}
totto_train_00349,train_tables/totto_train_00349.csv,{'sentence': ''}
totto_train_00350,train_tables/totto_train_00350.csv,{'sentence': ''}
totto_train_00351,train_tables/totto_train_00351.csv,{'sentence': ''}
totto_train_00356,train_tables/totto_train_00356.csv,{'sentence': ''}
totto_train_00358,train_tables/totto_train_00358.csv,{'sentence': ''}
totto_train_00359,train_tables/totto_train_00359.csv,{'sentence': ''}
totto_train_00360,train_tables/totto_train_00360.csv,{'sentence': ''}
totto_train_00361,train_tables/totto_train_00361.csv,{'sentence': ''}
totto_train_00364,train_tables/totto_train_00364.csv,{'sentence': ''}
totto_train_00365,train_tables/totto_train_00365.csv,{'sentence': ''}
totto_train_00366,train_tables/totto_train_00366.csv,{'sentence': ''}
totto_train_00367,train_tables/totto_train_00367.csv,{'sentence': ''}
totto_train_00368,train_tables/totto_train_00368.csv,{'sentence': ''}
totto_train_00369,train_tables/totto_train_00369.csv,{'sentence': ''}
totto_train_00372,train_tables/totto_train_00372.csv,{'sentence': ''}
totto_train_00374,train_tables/totto_train_00374.csv,{'sentence': ''}
totto_train_00375,train_tables/totto_train_00375.csv,{'sentence': ''}
totto_train_00376,train_tables/totto_train_00376.csv,{'sentence': ''}
totto_train_00377,train_tables/totto_train_00377.csv,{'sentence': ''}
totto_train_00379,train_tables/totto_train_00379.csv,{'sentence': ''}
totto_train_00380,train_tables/totto_train_00380.csv,{'sentence': ''}
totto_train_00381,train_tables/totto_train_00381.csv,{'sentence': ''}
totto_train_00384,train_tables/totto_train_00384.csv,{'sentence': ''}
totto_train_00385,train_tables/totto_train_00385.csv,{'sentence': ''}
totto_train_00388,train_tables/totto_train_00388.csv,{'sentence': ''}
totto_train_00389,train_tables/totto_train_00389.csv,{'sentence': ''}
totto_train_00390,train_tables/totto_train_00390.csv,{'sentence': ''}
totto_train_00392,train_tables/totto_train_00392.csv,{'sentence': ''}
totto_train_00393,train_tables/totto_train_00393.csv,{'sentence': ''}
totto_train_00394,train_tables/totto_train_00394.csv,{'sentence': ''}
totto_train_00395,train_tables/totto_train_00395.csv,{'sentence': ''}
totto_train_00396,train_tables/totto_train_00396.csv,{'sentence': ''}
totto_train_00399,train_tables/totto_train_00399.csv,{'sentence': ''}
totto_train_00400,train_tables/totto_train_00400.csv,{'sentence': ''}
totto_train_00401,train_tables/totto_train_00401.csv,{'sentence': ''}
totto_train_00402,train_tables/totto_train_00402.csv,{'sentence': ''}
totto_train_00403,train_tables/totto_train_00403.csv,{'sentence': ''}
totto_train_00406,train_tables/totto_train_00406.csv,{'sentence': ''}
totto_train_00408,train_tables/totto_train_00408.csv,{'sentence': ''}
totto_train_00409,train_tables/totto_train_00409.csv,{'sentence': ''}
totto_train_00410,train_tables/totto_train_00410.csv,{'sentence': ''}
totto_train_00412,train_tables/totto_train_00412.csv,{'sentence': ''}
totto_train_00414,train_tables/totto_train_00414.csv,{'sentence': ''}
totto_train_00415,train_tables/totto_train_00415.csv,{'sentence': ''}
totto_train_00417,train_tables/totto_train_00417.csv,{'sentence': ''}
totto_train_00418,train_tables/totto_train_00418.csv,{'sentence': ''}
totto_train_00419,train_tables/totto_train_00419.csv,{'sentence': ''}
totto_train_00420,train_tables/totto_train_00420.csv,{'sentence': ''}
totto_train_00422,train_tables/totto_train_00422.csv,{'sentence': ''}
totto_train_00423,train_tables/totto_train_00423.csv,{'sentence': ''}
totto_train_00424,train_tables/totto_train_00424.csv,{'sentence': ''}
totto_train_00425,train_tables/totto_train_00425.csv,{'sentence': ''}
totto_train_00426,train_tables/totto_train_00426.csv,{'sentence': ''}
totto_train_00427,train_tables/totto_train_00427.csv,{'sentence': ''}
totto_train_00428,train_tables/totto_train_00428.csv,{'sentence': ''}
totto_train_00429,train_tables/totto_train_00429.csv,{'sentence': ''}
totto_train_00431,train_tables/totto_train_00431.csv,{'sentence': ''}
totto_train_00432,train_tables/totto_train_00432.csv,{'sentence': ''}
totto_train_00433,train_tables/totto_train_00433.csv,{'sentence': ''}
totto_train_00434,train_tables/totto_train_00434.csv,{'sentence': ''}
totto_train_00436,train_tables/totto_train_00436.csv,{'sentence': ''}
totto_train_00437,train_tables/totto_train_00437.csv,{'sentence': ''}
totto_train_00438,train_tables/totto_train_00438.csv,{'sentence': ''}
totto_train_00439,train_tables/totto_train_00439.csv,{'sentence': ''}
totto_train_00440,train_tables/totto_train_00440.csv,{'sentence': ''}
totto_train_00441,train_tables/totto_train_00441.csv,{'sentence': ''}
totto_train_00442,train_tables/totto_train_00442.csv,{'sentence': ''}
totto_train_00443,train_tables/totto_train_00443.csv,{'sentence': ''}
totto_train_00444,train_tables/totto_train_00444.csv,{'sentence': ''}
totto_train_00445,train_tables/totto_train_00445.csv,{'sentence': ''}
totto_train_00446,train_tables/totto_train_00446.csv,{'sentence': ''}
totto_train_00447,train_tables/totto_train_00447.csv,{'sentence': ''}
totto_train_00450,train_tables/totto_train_00450.csv,{'sentence': ''}
totto_train_00451,train_tables/totto_train_00451.csv,{'sentence': ''}
totto_train_00452,train_tables/totto_train_00452.csv,{'sentence': ''}
totto_train_00453,train_tables/totto_train_00453.csv,{'sentence': ''}
totto_train_00454,train_tables/totto_train_00454.csv,{'sentence': ''}
totto_train_00455,train_tables/totto_train_00455.csv,{'sentence': ''}
totto_train_00456,train_tables/totto_train_00456.csv,{'sentence': ''}
totto_train_00457,train_tables/totto_train_00457.csv,{'sentence': ''}
totto_train_00458,train_tables/totto_train_00458.csv,{'sentence': ''}
totto_train_00459,train_tables/totto_train_00459.csv,{'sentence': ''}
totto_train_00460,train_tables/totto_train_00460.csv,{'sentence': ''}
totto_train_00461,train_tables/totto_train_00461.csv,{'sentence': ''}
totto_train_00462,train_tables/totto_train_00462.csv,{'sentence': ''}
totto_train_00463,train_tables/totto_train_00463.csv,{'sentence': ''}
totto_train_00465,train_tables/totto_train_00465.csv,{'sentence': ''}
totto_train_00466,train_tables/totto_train_00466.csv,{'sentence': ''}
totto_train_00467,train_tables/totto_train_00467.csv,{'sentence': ''}
totto_train_00468,train_tables/totto_train_00468.csv,{'sentence': ''}
totto_train_00470,train_tables/totto_train_00470.csv,{'sentence': ''}
totto_train_00473,train_tables/totto_train_00473.csv,{'sentence': ''}
totto_train_00476,train_tables/totto_train_00476.csv,{'sentence': ''}
totto_train_00477,train_tables/totto_train_00477.csv,{'sentence': ''}
totto_train_00478,train_tables/totto_train_00478.csv,{'sentence': ''}
totto_train_00481,train_tables/totto_train_00481.csv,{'sentence': ''}
totto_train_00482,train_tables/totto_train_00482.csv,{'sentence': ''}
totto_train_00483,train_tables/totto_train_00483.csv,{'sentence': ''}
totto_train_00484,train_tables/totto_train_00484.csv,{'sentence': ''}
totto_train_00485,train_tables/totto_train_00485.csv,{'sentence': ''}
totto_train_00486,train_tables/totto_train_00486.csv,{'sentence': ''}
totto_train_00488,train_tables/totto_train_00488.csv,{'sentence': ''}
totto_train_00489,train_tables/totto_train_00489.csv,{'sentence': ''}
totto_train_00490,train_tables/totto_train_00490.csv,{'sentence': ''}
totto_train_00491,train_tables/totto_train_00491.csv,{'sentence': ''}
totto_train_00492,train_tables/totto_train_00492.csv,{'sentence': ''}
totto_train_00493,train_tables/totto_train_00493.csv,{'sentence': ''}
totto_train_00494,train_tables/totto_train_00494.csv,{'sentence': ''}
totto_train_00496,train_tables/totto_train_00496.csv,{'sentence': ''}
totto_train_00498,train_tables/totto_train_00498.csv,{'sentence': ''}
